expense_id,expense_date,exp_cat_id,amount,description
269,2026-01-28,8,1488378.58,Payroll expense revolutionize customized technologies
270,2024-10-22,2,19821.54,Utilities expense incentivize intuitive e-services
271,2025-09-06,9,71461.29,Insurance expense expedite back-end models
272,2024-01-11,8,701938.86,Payroll expense whiteboard transparent initiatives
273,2024-03-23,11,61310.41,Logistics expense unleash one-to-one platforms
274,2025-02-14,14,134117.73,Events expense maximize magnetic vortals
275,2024-07-15,4,246452.34,Marketing expense disintermediate value-added systems
276,2025-04-06,5,38823.95,Software expense synthesize bleeding-edge technologies
277,2024-11-10,9,53302.65,Insurance expense cultivate value-added supply-chains
278,2024-03-06,4,19828.48,Marketing expense syndicate real-time portals
279,2024-12-30,15,5050.73,Miscellaneous expense harness strategic e-markets
280,2025-10-26,11,56673.36,Logistics expense envisioneer sticky e-services
281,2025-11-12,11,79590.27,Logistics expense orchestrate transparent info-mediaries
282,2025-12-26,2,33949.33,Utilities expense harness distributed initiatives
283,2024-01-27,6,33431.76,Travel expense evolve viral functionalities
284,2025-06-25,4,325985.29,Marketing expense revolutionize clicks-and-mortar interfaces
285,2025-12-25,6,47471.89,Travel expense evolve distributed experiences
286,2024-04-15,13,2453.16,Training expense monetize end-to-end supply-chains
287,2025-12-26,11,54311.06,Logistics expense grow frictionless applications
288,2025-12-14,15,4273.22,Miscellaneous expense facilitate collaborative web services
289,2024-03-22,5,10279.38,Software expense disintermediate interactive info-mediaries
290,2024-11-28,13,9108.7,Training expense drive out-of-the-box interfaces
291,2025-05-03,11,68010.33,Logistics expense unleash distributed methodologies
292,2025-11-16,6,48390.86,Travel expense embrace innovative info-mediaries
293,2024-08-12,9,120207.76,Insurance expense integrate sticky channels
294,2025-05-14,14,166268.28,Events expense transition B2C deliverables
295,2025-12-14,5,52621.0,Software expense e-enable value-added synergies
296,2025-03-06,13,6034.18,Training expense re-intermediate viral e-services
297,2025-05-21,15,1027.62,Miscellaneous expense visualize front-end channels
298,2025-06-12,5,5092.33,Software expense incubate e-business content
299,2024-08-17,13,4794.52,Training expense enable extensible e-commerce
300,2025-01-12,2,33312.57,Utilities expense orchestrate virtual niches
301,2024-01-30,6,34391.4,Travel expense re-contextualize magnetic networks
302,2025-08-02,12,309048.5,R&D expense transform viral ROI
303,2024-11-24,12,460101.61,R&D expense disintermediate holistic deliverables
304,2025-09-01,15,9151.39,Miscellaneous expense empower customized metrics
305,2025-02-28,10,455142.86,Taxes expense cultivate granular synergies
306,2024-04-28,14,105473.92,Events expense incentivize clicks-and-mortar communities
307,2024-03-07,5,20641.62,Software expense syndicate next-generation platforms
308,2025-12-07,3,31785.11,Maintenance expense grow next-generation e-commerce
309,2024-02-17,13,6029.99,Training expense redefine synergistic portals
310,2024-04-02,3,7488.69,Maintenance expense generate leading-edge technologies
311,2025-02-13,5,35150.67,Software expense synergize proactive e-business
312,2025-10-05,4,173686.99,Marketing expense synthesize innovative portals
313,2024-08-02,13,1384.15,Training expense integrate synergistic infrastructures
314,2024-02-16,15,2204.57,Miscellaneous expense iterate killer info-mediaries
315,2025-09-12,5,44461.76,Software expense morph mission-critical e-tailers
316,2024-03-09,6,8826.92,Travel expense expedite visionary convergence
317,2024-10-05,9,71621.85,Insurance expense engineer dynamic communities
318,2024-07-04,1,395954.55,Rent expense cultivate turn-key users
319,2025-10-06,4,319075.05,Marketing expense matrix revolutionary niches
320,2025-10-08,4,199964.05,Marketing expense harness mission-critical solutions
321,2024-04-10,11,11220.62,Logistics expense incentivize killer e-business
322,2024-07-03,5,20758.39,Software expense empower seamless web services
323,2026-01-12,9,140772.92,Insurance expense synergize front-end architectures
324,2025-06-08,4,15747.99,Marketing expense mesh innovative communities
325,2024-11-20,9,152138.31,Insurance expense monetize mission-critical networks
326,2025-01-06,5,34848.53,Software expense morph sticky applications
327,2024-11-18,8,875360.39,Payroll expense mesh cross-platform content
328,2024-02-21,6,27684.46,Travel expense engineer vertical e-commerce
329,2025-11-30,7,2568.35,Office Supplies expense benchmark rich e-tailers
330,2024-08-14,8,1771280.17,Payroll expense embrace robust infrastructures
331,2025-02-16,15,4386.99,Miscellaneous expense repurpose holistic eyeballs
332,2025-03-30,15,9566.13,Miscellaneous expense leverage 24/7 markets
333,2025-08-05,11,30446.75,Logistics expense grow integrated supply-chains
334,2026-02-08,8,1871820.46,Payroll expense innovate B2C channels
335,2024-04-28,7,9831.1,Office Supplies expense engage granular e-services
336,2025-02-14,1,206281.23,Rent expense synthesize scalable vortals
337,2025-10-07,9,47915.35,Insurance expense implement cutting-edge technologies
338,2024-12-06,3,43125.61,Maintenance expense strategize clicks-and-mortar niches
339,2025-11-12,7,6903.78,Office Supplies expense deliver extensible systems
340,2025-07-09,14,51883.5,Events expense engineer dynamic systems
341,2024-05-08,14,180486.09,Events expense morph best-of-breed architectures
342,2025-03-11,3,42445.02,Maintenance expense leverage B2C interfaces
343,2024-08-13,15,9830.31,Miscellaneous expense re-intermediate extensible applications
344,2025-12-31,1,200352.35,Rent expense enhance vertical mindshare
345,2024-04-10,1,398159.77,Rent expense facilitate user-centric models
346,2024-01-03,10,796854.28,Taxes expense matrix ubiquitous users
347,2024-02-11,12,487194.62,R&D expense monetize killer experiences
348,2024-09-11,5,67018.55,Software expense harness compelling paradigms
349,2025-06-06,9,132769.08,Insurance expense iterate 24/7 supply-chains
350,2024-10-24,2,11465.67,Utilities expense iterate efficient platforms
351,2025-11-26,11,54418.76,Logistics expense evolve end-to-end initiatives
352,2025-08-06,9,127484.15,Insurance expense brand frictionless channels
353,2024-05-05,14,66094.37,Events expense synthesize cross-media niches
354,2024-01-31,12,300379.68,R&D expense generate proactive e-services
355,2025-03-01,3,7784.52,Maintenance expense engineer real-time functionalities
356,2025-05-26,8,1433674.1,Payroll expense deploy sticky web-readiness
357,2025-08-25,5,43512.17,Software expense revolutionize granular e-business
358,2024-01-18,14,144255.11,Events expense optimize viral markets
359,2026-01-11,7,6753.6,Office Supplies expense grow mission-critical deliverables
360,2024-09-10,9,41835.08,Insurance expense transform clicks-and-mortar e-business
361,2024-01-27,12,110370.58,R&D expense incentivize next-generation content
362,2024-06-01,13,2206.76,Training expense disintermediate sticky markets
363,2025-10-27,12,189407.21,R&D expense deploy extensible e-commerce
364,2025-10-20,1,125243.88,Rent expense implement open-source channels
365,2025-12-24,1,312462.94,Rent expense optimize killer metrics
366,2025-01-17,1,201462.93,Rent expense cultivate proactive solutions
367,2024-10-27,5,84756.66,Software expense productize rich convergence
368,2025-01-22,9,115264.56,Insurance expense architect bleeding-edge portals
369,2025-11-08,2,33661.11,Utilities expense orchestrate ubiquitous communities
370,2025-02-13,7,596.26,Office Supplies expense leverage distributed bandwidth
371,2026-01-29,4,366108.38,Marketing expense cultivate wireless solutions
372,2025-05-16,2,18179.17,Utilities expense whiteboard mission-critical partnerships
373,2025-09-04,5,13575.91,Software expense engage cutting-edge e-services
374,2024-06-04,4,198336.2,Marketing expense target viral infrastructures
375,2025-02-11,14,60671.15,Events expense redefine e-business niches
376,2024-02-06,3,27941.66,Maintenance expense disintermediate cross-media e-business
377,2024-07-23,3,32617.03,Maintenance expense envisioneer cutting-edge bandwidth
378,2024-08-10,4,140684.35,Marketing expense generate turn-key ROI
379,2025-01-25,10,780155.01,Taxes expense streamline e-business info-mediaries
380,2025-03-08,8,634612.42,Payroll expense visualize frictionless networks
381,2026-02-14,14,18627.32,Events expense repurpose integrated platforms
382,2025-02-14,3,19872.08,Maintenance expense extend rich systems
383,2025-04-17,15,3303.6,Miscellaneous expense aggregate mission-critical communities
384,2024-11-16,6,8142.05,Travel expense enhance front-end experiences
385,2024-10-10,13,3852.01,Training expense re-intermediate end-to-end users
386,2025-12-18,3,34310.82,Maintenance expense synthesize cross-media technologies
387,2024-08-29,5,68640.37,Software expense monetize B2C infrastructures
388,2025-04-29,14,187038.86,Events expense maximize magnetic architectures
389,2025-05-02,13,2475.96,Training expense enhance open-source convergence
390,2024-08-12,10,835980.0,Taxes expense target best-of-breed models
391,2025-01-27,1,236654.2,Rent expense leverage distributed partnerships
392,2025-08-23,8,1854784.66,Payroll expense strategize proactive networks
393,2024-04-18,15,7368.4,Miscellaneous expense engineer visionary functionalities
394,2025-09-27,11,75288.94,Logistics expense target efficient paradigms
395,2025-06-28,11,72435.62,Logistics expense syndicate intuitive partnerships
396,2025-10-14,4,487045.18,Marketing expense whiteboard impactful partnerships
397,2024-02-17,13,110.8,Training expense monetize distributed info-mediaries
398,2025-12-10,7,7501.53,Office Supplies expense maximize bleeding-edge interfaces
399,2024-11-17,1,61503.49,Rent expense maximize best-of-breed niches
400,2025-05-05,15,7825.88,Miscellaneous expense implement enterprise networks
401,2025-06-25,15,6115.39,Miscellaneous expense synergize transparent bandwidth
402,2025-06-04,7,2880.07,Office Supplies expense target compelling convergence
403,2025-07-02,10,423803.68,Taxes expense architect ubiquitous users
404,2025-03-03,8,515909.36,Payroll expense whiteboard magnetic solutions
405,2024-06-18,6,40146.58,Travel expense maximize revolutionary initiatives
406,2024-02-14,9,64678.41,Insurance expense scale collaborative web-readiness
407,2024-05-18,6,20555.33,Travel expense aggregate global models
408,2024-04-28,12,39289.39,R&D expense empower scalable architectures
409,2024-06-03,4,399992.42,Marketing expense utilize cross-platform web services
410,2024-06-18,4,461334.57,Marketing expense strategize bricks-and-clicks schemas
411,2025-03-02,15,4428.34,Miscellaneous expense whiteboard B2C action-items
412,2024-04-22,14,46480.47,Events expense repurpose bricks-and-clicks e-business
413,2024-09-27,5,65205.38,Software expense redefine virtual applications
414,2026-01-11,12,250610.1,R&D expense re-contextualize dot-com ROI
415,2025-05-18,4,65816.57,Marketing expense productize compelling systems
416,2024-11-08,6,13914.43,Travel expense maximize clicks-and-mortar ROI
417,2025-04-10,15,1112.04,Miscellaneous expense incentivize next-generation mindshare
418,2024-10-27,13,7104.24,Training expense target killer e-markets
419,2025-01-31,15,169.8,Miscellaneous expense drive next-generation e-commerce
420,2025-04-22,12,392875.66,R&D expense benchmark cross-platform applications
421,2025-01-15,9,94668.54,Insurance expense seize next-generation functionalities
